,playerName,ballSkill,defence,mental,passing,physical,shooting,goalkeeper
5248,Gervasio Núñez,72.5,33.666666666666664,60.833333333333336,68.33333333333333,73.85714285714286,63.875,9.8
5249,Hendrik Van Crombrugge,17.0,13.0,35.5,29.666666666666668,46.857142857142854,18.0,71.0
5250,Tomer Hemed,68.0,23.0,62.166666666666664,49.666666666666664,64.0,69.375,11.0
5253,Adam Reach,72.5,60.333333333333336,62.333333333333336,70.33333333333333,78.14285714285714,59.625,9.8
5254,Jores Okore,58.0,68.33333333333333,57.666666666666664,49.0,72.57142857142857,42.25,14.0
5255,Jan Bořil,63.5,70.66666666666667,69.0,63.333333333333336,73.85714285714286,50.875,10.2
5256,Santiago Vergini,66.0,73.33333333333333,62.0,65.66666666666667,55.142857142857146,43.5,8.0
5257,Jurgen Mattheij,52.0,70.33333333333333,57.166666666666664,52.666666666666664,59.714285714285715,43.5,10.6
5260,Aron Jóhannsson,73.5,21.333333333333332,59.5,61.666666666666664,66.42857142857143,66.75,12.0
5261,Tommy Smith,66.0,71.0,68.0,68.0,69.42857142857143,39.375,13.2
5262,Ahmad Benali,75.0,43.333333333333336,66.0,67.66666666666667,75.28571428571429,59.5,8.6
5263,Cristian Galano,70.5,13.0,56.0,64.0,87.42857142857143,63.625,10.0
5264,Evgeniy Gorodov,17.0,13.666666666666666,35.666666666666664,28.333333333333332,51.0,14.0,72.0
5267,David Pavelka,71.5,67.33333333333333,69.16666666666667,69.33333333333333,67.28571428571429,61.25,11.2
5268,Iván Balliu,73.5,69.33333333333333,69.0,70.33333333333333,73.71428571428571,47.75,10.4
5269,Ismaël Diomandé,68.0,71.33333333333333,63.166666666666664,66.33333333333333,70.0,54.25,11.6
5270,Eirik Ulland Andersen,70.0,38.0,58.5,70.66666666666667,73.42857142857143,64.0,12.0
5271,Britt Assombalonga,68.0,34.666666666666664,63.166666666666664,55.333333333333336,74.71428571428571,65.5,8.4
5274,Nenê Bonilha,74.5,53.666666666666664,66.0,69.66666666666667,66.71428571428571,61.375,9.2
5275,Lee Jong Ho,70.5,34.333333333333336,66.5,60.0,72.57142857142857,65.25,9.4
5276,Sin Jin Ho,68.5,53.666666666666664,68.16666666666667,71.33333333333333,62.714285714285715,63.375,12.6
5277,Neeskens Kebano,73.5,28.333333333333332,60.166666666666664,66.66666666666667,75.85714285714286,67.125,14.6
5278,Christoffer Nyman,68.5,16.666666666666668,65.33333333333333,54.0,76.0,61.875,9.4
5283,Jean-Christophe Bahebeck,73.5,22.333333333333332,61.5,67.66666666666667,69.0,70.625,11.8
5284,Jota,75.0,18.666666666666668,59.0,70.0,66.57142857142857,62.375,11.0
5285,Martos,62.0,72.66666666666667,66.33333333333333,65.0,65.71428571428571,42.0,12.0
5286,Lins,72.0,20.333333333333332,61.0,49.333333333333336,75.28571428571429,64.5,11.6
5287,Justin Meram,73.5,61.666666666666664,69.16666666666667,64.33333333333333,71.28571428571429,68.625,9.6
5290,Moses Odubajo,69.0,71.0,65.66666666666667,63.0,80.85714285714286,53.0,11.4
5291,Alfredo Morales,70.5,66.0,70.66666666666667,68.33333333333333,74.28571428571429,56.625,12.6
5292,Conor Coady,64.5,72.66666666666667,68.66666666666667,69.66666666666667,62.857142857142854,59.5,10.6
5293,Gustav Wikheim,75.0,44.333333333333336,59.0,61.0,72.85714285714286,52.5,13.2
5294,Attila Fiola,60.5,73.66666666666667,61.666666666666664,67.0,71.42857142857143,42.25,8.8
5297,Elias Kachunga,71.5,35.0,61.5,62.0,78.14285714285714,65.625,9.4
5298,Hannes Van Der Bruggen,68.0,63.666666666666664,70.33333333333333,70.66666666666667,65.14285714285714,63.625,13.0
5299,Junior Tallo,72.5,21.0,65.5,56.0,72.0,65.75,12.4
5300,Camillo Ciano,73.5,18.666666666666668,58.333333333333336,69.66666666666667,70.42857142857143,68.5,9.2
5301,Robert Žulj,76.5,21.666666666666668,60.166666666666664,70.33333333333333,62.57142857142857,68.5,10.0
5304,Christian Gytkjær,68.5,17.0,62.333333333333336,54.0,71.14285714285714,67.75,12.8
5305,Mickaël Le Bihan,70.5,39.333333333333336,66.0,55.0,71.0,60.875,11.6
5306,Tomáš Kalas,63.5,72.0,61.166666666666664,56.333333333333336,73.28571428571429,45.25,7.8
5307,Dominik Kaiser,71.0,57.333333333333336,71.5,73.33333333333333,71.0,70.125,10.4
5308,Ondřej Zahustel,67.5,68.0,65.33333333333333,63.666666666666664,76.0,60.5,9.2
5311,Benjamin Corgnet,70.0,43.333333333333336,67.16666666666667,69.33333333333333,69.0,68.75,11.6
5312,Moritz Leitner,77.0,47.666666666666664,66.33333333333333,72.33333333333333,68.42857142857143,62.875,12.4
5313,Bruno Uvini,52.0,70.66666666666667,56.666666666666664,44.333333333333336,51.857142857142854,44.0,14.2
5314,Cyrus Christie,70.0,69.66666666666667,67.33333333333333,65.66666666666667,75.42857142857143,46.75,11.0
